att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,target
0.13,0.1257,0.10851,0.1257,0.065508,0.065508,0.056908,0.056908,0.056908,0.03111,0.065508,0.013911,-0.084983,0.056908,0.03111,0.03541,-0.024787,-0.016187,0.02251,-0.007588,-0.003288,-0.003288,-0.033386,-0.037686,-0.007588,-0.041986,-0.063485,-0.076384,-0.072084,-0.020487,-0.029087,0.069808,0.052609,0.095606,0.1558,-0.020487,-0.10648,-0.17098,-0.22258,-0.19248,-0.23117,-0.26127,-0.25697,-0.28277,-0.26127,-0.23547,-0.23547,-0.27847,-0.23547,0.056908,1.4887,1.4371,-1.3534,-4.4664,-5.3307,-3.7398,-1.9425,-0.85034,-0.39886,-0.23547,-0.14518,-0.076384,-0.050585,0.013911,0.039709,0.061208,0.087007,0.1343,0.1429,0.2461,0.30199,0.37939,0.46968,0.57718,0.77497,0.97705,1.2436,1.5403,1.88,2.2326,2.525,2.7915,2.942,2.8216,2.4433,1.88,1.2436,0.71047,0.35789,0.1171,-0.003288,-0.063485,-0.10218,-0.12368,-0.089283,-0.11508,-0.10648,-0.029087,-0.067784,-0.072084,-0.059185,-0.046286,-0.072084,-0.089283,-0.12368,-0.13658,-0.17958,-0.20968,-0.21828,-0.25267,-0.25697,-0.26127,-0.26987,-0.27847,-0.29567,-0.29137,-0.31287,-0.32147,-0.32577,-0.35587,-0.33867,-0.35587,-0.34727,-0.33867,-0.34727,-0.39886,-0.39457,-0.38167,-0.36447,-0.38167,-0.39027,-0.41606,-0.40746,-0.42036,-0.40746,-0.41606,1
0.02695,0.010514,-0.01414,-0.001813,0.002296,-0.010031,-0.030576,-0.026467,-0.059338,-0.001813,-0.05112,-0.042903,-0.059338,-0.047012,-0.059338,-0.067556,-0.071665,-0.059338,-0.10865,-0.067556,-0.083992,-0.096319,-0.096319,-0.09221,-0.10454,-0.15384,-0.075774,-0.12097,-0.059338,0.002296,0.010514,0.092694,0.002296,-0.026467,-0.16617,-0.18261,-0.22781,-0.19904,-0.22781,-0.23192,-0.24424,-0.28122,-0.23602,-0.24424,-0.24835,-0.21548,-0.23602,-0.25246,0.48305,1.1775,-1.0907,-2.9603,-4.834,-4.0656,-2.3316,-1.0743,-0.46202,-0.22781,-0.12919,-0.079883,-0.026467,0.031059,0.02695,0.096803,0.088585,0.16666,0.20774,0.23651,0.31047,0.39676,0.49948,0.60632,0.78711,0.98845,1.2514,1.5678,1.9212,2.2828,2.6772,3.0101,3.2402,3.2566,2.9854,2.3978,1.6911,1.0624,0.54468,0.20364,0.06804,-0.047012,-0.12097,-0.10865,-0.12919,-0.12097,-0.14974,-0.10454,-0.10043,-0.083992,-0.12508,-0.083992,-0.10043,-0.11276,-0.12919,-0.11686,-0.15384,-0.14152,-0.1785,-0.21137,-0.24835,-0.24835,-0.28944,-0.28533,-0.28944,-0.32231,-0.32231,-0.31409,-0.33875,-0.33875,-0.33875,-0.34286,-0.35108,-0.36751,-0.38395,-0.39217,-0.36751,-0.39217,-0.37573,-0.38395,-0.4086,-0.41682,-0.38395,-0.37573,-0.41271,-0.40038,-0.41271,-0.42504,1
1.9042,0.21214,0.16618,0.19835,0.19375,0.23052,0.20295,0.22133,0.19835,0.20295,0.19375,0.17996,0.15239,0.1386,0.12021,0.134,0.092633,0.092633,0.055862,0.074248,0.051266,0.037477,0.014495,0.046669,0.028284,0.023687,0.009898,0.023687,0.028284,0.03288,0.019091,0.019091,-0.003891,0.014495,0.009898,0.09723,0.14319,0.21214,0.17537,0.16158,-0.008487,-0.036066,-0.10501,-0.1188,-0.1234,-0.15098,-0.17396,-0.14178,-0.17855,-0.14638,-0.16936,-0.13259,-0.14638,-0.14178,0.046669,1.8117,0.48792,-2.0171,-4.6049,-5.708,-3.9798,-2.3572,-1.1668,-0.50949,-0.26129,-0.15098,-0.1142,-0.054451,-0.026873,-0.008487,0.037477,0.11102,0.17996,0.28109,0.36842,0.49712,0.66718,0.93377,1.2096,1.5405,1.8531,2.1794,2.4368,2.5793,2.5471,2.3035,1.8117,1.2279,0.69016,0.32245,0.092633,-0.026873,-0.10501,-0.16017,-0.16476,-0.17855,-0.19234,-0.16476,-0.18315,-0.14638,-0.1188,-0.13719,-0.12799,-0.12799,-0.13719,-0.12799,-0.13719,-0.14638,-0.19694,-0.18775,-0.22452,-0.20613,-0.25669,-0.22911,-0.26589,-0.26589,-0.29806,-0.26589,-0.29346,-0.28427,-0.31185,-0.26129,-0.29806,-0.32104,-0.31645,-0.31185,-0.32564,-0.33943,-0.36241,-0.30725,-0.23371,-0.18775,-0.12799,-0.13719,-0.13719,-0.25669,2
0.17533,0.18828,0.1926,0.20986,0.1926,0.18828,0.16238,0.14081,0.12786,0.10628,0.089015,0.093331,0.067435,0.058804,0.045856,0.050172,0.032909,0.037224,0.019961,0.037224,0.007013,0.002697,-0.023198,-0.023198,-0.014566,-0.040461,0.007013,-0.018882,0.028593,0.11059,0.14081,0.19691,0.20123,0.22281,0.019961,-0.092252,-0.11383,-0.15699,-0.13541,-0.18289,-0.17425,-0.20878,-0.20446,-0.19152,-0.17857,-0.14836,-0.16562,-0.13973,0.58966,2.1045,0.96514,-2.2502,-5.5605,-5.9834,-3.8341,-2.2157,-1.0072,-0.41594,-0.22173,-0.12678,-0.066357,-0.005934,-0.01025,0.067435,0.093331,0.15807,0.20123,0.31344,0.39544,0.53787,0.70618,0.93061,1.2025,1.483,1.7593,2.0355,2.1822,2.2685,2.1822,1.9405,1.5046,0.99535,0.59397,0.32639,0.080383,0.028593,-0.027514,-0.062041,-0.08362,-0.057725,-0.066357,-0.062041,-0.070672,-0.057725,-0.057725,-0.018882,-0.040461,0.007013,-0.062041,-0.070672,-0.053409,-0.087936,-0.079304,-0.10952,-0.12246,-0.13973,-0.16131,-0.10952,-0.11383,-0.13541,-0.14836,-0.14836,-0.14836,-0.1872,-0.16994,-0.14404,-0.18289,-0.16131,-0.16562,-0.14836,-0.16994,-0.15699,-0.16562,-0.036145,0.045856,0.067435,0.080383,0.10196,0.007013,-0.066357,-0.17857,-0.18289,-0.18289,-0.21741,-0.18289,-0.20446,2
0.76139,0.66669,0.71404,0.63828,0.68563,0.67616,0.67616,0.60041,0.60988,0.55306,0.58147,0.52465,0.55306,0.50571,0.572,0.49624,0.50571,0.45836,0.50571,0.50571,0.48677,0.42996,0.45836,0.40155,0.45836,0.39208,0.42049,0.36367,0.42996,0.33526,0.55306,0.59094,0.68563,0.43942,0.26897,0.070116,-0.015109,0.022768,0.032238,0.10799,0.25004,0.21216,0.22163,0.20269,0.2595,0.18375,0.24057,0.16481,0.19322,0.33526,1.3674,-0.99046,-4.2385,-6.5112,-4.693,-3.3957,-2.0416,-0.99046,-0.39389,-0.10033,0.1364,0.11746,0.21216,0.18375,0.19322,0.19322,0.24057,0.16481,0.26897,0.30685,0.44889,0.45836,0.58147,0.66669,0.89396,0.99812,1.2065,1.3864,1.5758,1.5947,1.5,1.1591,0.89396,0.43942,0.20269,0.00383,-0.1098,-0.13821,-0.18556,-0.27078,-0.25185,-0.26132,-0.18556,-0.22344,-0.18556,-0.27078,-0.1098,-0.17609,-0.16662,-0.25185,-0.21397,-0.16662,-0.18556,-0.2045,-0.15715,-0.24238,-0.31813,-0.25185,-0.26132,-0.24238,-0.3276,-0.30866,-0.28972,-0.4223,-0.33707,-0.38442,-0.33707,-0.44124,-0.33707,-0.37495,-0.39389,-0.36548,-0.30866,-0.38442,-0.31813,-0.18556,-0.090865,-0.024579,-0.26132,-0.46964,-0.59275,-0.77267,-0.72532,-0.64009,-0.4507,-0.4507,2
-0.073806,-0.10615,-0.069763,-0.089976,-0.098061,-0.11827,-0.073806,-0.094018,-0.053593,-0.11019,-0.10615,-0.12636,-0.11019,-0.14253,-0.12232,-0.13444,-0.11827,-0.23146,-0.11019,-0.14253,-0.13444,-0.14253,-0.13444,-0.17083,-0.15061,-0.15466,-0.1587,-0.14253,-0.17487,-0.11019,-0.065721,-0.041466,0.043427,-0.029338,-0.1021,-0.20317,-0.24359,-0.23955,-0.25572,-0.27189,-0.27189,-0.28806,-0.28806,-0.35274,-0.25976,-0.24359,-0.24359,-0.23146,-0.28402,0.67406,1.0055,-1.3795,-3.3078,-4.7914,-3.8616,-2.1759,-1.0076,-0.42146,-0.23551,-0.1021,-0.065721,-0.025295,0.011087,0.043427,0.09598,0.13236,0.18087,0.20109,0.26577,0.34257,0.40725,0.50427,0.64172,0.79938,1.0015,1.2926,1.5958,1.9232,2.3153,2.6791,3.0187,3.2572,3.2411,2.9621,2.3881,1.7292,1.1107,0.60534,0.26981,0.083853,-0.00104,-0.077848,-0.065721,-0.098061,-0.11019,-0.094018,-0.041466,-0.057636,-0.073806,-0.057636,-0.053593,-0.069763,-0.053593,-0.085933,-0.11019,-0.081891,-0.13444,-0.17487,-0.17891,-0.17487,-0.20721,-0.22742,-0.24359,-0.2638,-0.23551,-0.27997,-0.28806,-0.28806,-0.28402,-0.31636,-0.3204,-0.31231,-0.33657,-0.3204,-0.33253,-0.34061,-0.30019,-0.34465,-0.32444,-0.34465,-0.34465,-0.35678,-0.34465,-0.35678,-0.35274,-0.36487,1
0.27343,0.29648,0.30416,0.21196,0.25806,0.22733,0.22733,0.1966,0.18123,0.21965,0.21965,0.12745,0.20428,0.13513,0.13513,0.13513,0.11977,0.089033,0.058301,0.14281,0.13513,0.089033,0.11977,0.042935,0.11208,0.11977,0.089033,0.08135,0.13513,0.18891,0.31184,0.28879,0.36562,0.57307,0.22733,0.1044,0.042935,-0.033896,-0.033896,-0.15682,-0.15682,-0.09536,-0.15682,-0.15682,-0.11073,-0.14146,-0.11841,0.012203,0.42709,2.0713,5.4211,2.7551,-3.1609,-5.8653,-4.8742,-2.8536,-1.1479,-0.51025,-0.34122,-0.17987,-0.10304,-0.026213,0.012203,0.065984,-0.01853,0.089033,0.13513,0.16586,0.18123,0.1966,0.21965,0.35794,0.38867,0.49624,0.58843,0.74209,0.86502,1.0033,1.1416,1.2338,1.2492,1.157,0.98795,0.77283,0.5116,0.24269,0.042935,0.019886,-0.056945,-0.11073,-0.14146,-0.11073,-0.087677,-0.11073,-0.087677,-0.064628,-0.056945,-0.033896,-0.049262,-0.079994,-0.041579,-0.010847,-0.049262,-0.12609,-0.12609,-0.15682,-0.26439,-0.15682,-0.20292,-0.18756,-0.18756,-0.20292,-0.18756,-0.21829,-0.24902,-0.26439,-0.24902,-0.26439,-0.29512,-0.32585,-0.31049,-0.31049,-0.33354,-0.31049,-0.40268,-0.31049,-0.32585,-0.32585,-0.40268,-0.34122,-0.27975,-0.32585,-0.31049,-0.34122,-0.35658,-0.35658,1
0.96857,-0.12448,-0.14073,-0.12448,-0.15156,-0.1624,-0.18948,-0.16781,-0.16781,-0.18948,-0.17323,-0.25988,-0.17864,-0.19489,-0.19489,-0.25447,-0.19489,-0.16781,-0.20031,-0.18406,-0.22739,-0.22197,-0.22197,-0.18948,-0.21656,-0.2328,-0.18948,-0.22197,-0.25447,-0.24905,-0.24905,-0.23822,-0.22197,-0.2653,-0.1299,-0.043242,-0.010745,-0.010745,0.097576,0.06508,-0.10282,-0.2653,-0.31946,-0.29238,-0.36279,-0.39529,-0.36821,-0.33571,-0.4007,-0.33029,-0.30863,-0.32488,-0.2653,-0.25447,0.51461,2.2532,2.1394,-1.4352,-5.7085,-5.5785,-3.607,-1.9389,-0.82316,-0.44403,-0.27613,-0.13531,-0.091986,-0.075738,-0.043242,-0.010745,0.032583,0.075912,0.15174,0.1409,0.21131,0.31964,0.36838,0.48212,0.53628,0.73126,0.92624,1.1266,1.3758,1.6574,1.939,2.1232,2.3182,2.3073,2.1178,1.782,1.3108,0.86124,0.52545,0.3088,0.11924,0.054248,0.032583,0.048832,0.021751,0.005503,0.054248,0.054248,0.1409,0.11924,0.11924,0.15174,0.11924,0.10841,0.10841,0.10841,0.13549,0.000087,0.054248,0.06508,0.06508,0.027167,0.054248,0.016335,-0.005329,-0.005329,0.021751,-0.032409,-0.010745,-0.032409,0.000087,-0.010745,-0.010745,-0.032409,-0.021577,0.000087,-0.016161,-0.032409,0.005503,-0.054074,0.027167,-0.032409,1
0.003443,0.019776,0.041554,-0.040113,-0.029224,-0.051002,-0.01289,-0.045557,-0.11089,-0.083668,-0.072779,-0.040113,-0.034668,-0.072779,-0.1,-0.045557,-0.072779,-0.078224,-0.072779,-0.15445,-0.045557,-0.078224,-0.072779,-0.12722,-0.12722,-0.12722,-0.11633,-0.11633,-0.10545,-0.034668,0.063332,0.008887,0.063332,0.16133,0.22666,-0.002002,-0.149,-0.18167,-0.16533,-0.20345,-0.28511,-0.26878,-0.30689,-0.21433,-0.20345,-0.29056,-0.17078,-0.22522,-0.16533,0.62411,2.7039,2.4534,-1.0419,-5.6751,-5.4029,-3.3993,-1.717,-0.72067,-0.36678,-0.23067,-0.11633,-0.083668,-0.002002,-0.007446,0.025221,0.057887,0.10144,0.16678,0.21033,0.19944,0.27566,0.39,0.50978,0.64044,0.77111,0.95077,1.1958,1.4898,1.762,2.0124,2.2683,2.35,2.3445,2.1758,1.7892,1.3156,0.84189,0.51522,0.22666,0.12322,0.036109,-0.01289,-0.045557,-0.045557,0.014332,0.014332,-0.01289,-0.029224,-0.007446,0.019776,0.008887,-0.034668,0.030665,-0.018335,-0.051002,-0.051002,-0.029224,-0.10545,-0.14356,-0.149,-0.17078,-0.18711,-0.20889,-0.20889,0.439,-0.25245,-0.27967,-0.247,-0.25789,-0.23611,-0.27422,-0.32322,-0.296,-0.32322,-0.31778,-0.36133,-0.31233,-0.30689,-0.31233,-0.36133,-0.35589,-0.31778,-0.32322,-0.36133,-0.30145,-0.345,1
0.045691,-0.009422,-0.027793,-0.07372,-0.027793,-0.082906,-0.082906,-0.092091,-0.11965,-0.10128,-0.12883,-0.11965,-0.13802,-0.12424,-0.15639,-0.12883,-0.13343,-0.10128,-0.11965,-0.13802,-0.2115,-0.12424,-0.17476,-0.15639,-0.16098,-0.17476,-0.18854,-0.17935,-0.18395,-0.17017,-0.19772,-0.16557,-0.15639,-0.092091,-0.009422,0.013542,0.008949,-0.055349,-0.20691,-0.23447,-0.28039,-0.32632,-0.26202,-0.28958,-0.29417,-0.29876,-0.28039,-0.27121,-0.28958,-0.26202,-0.24365,-0.25743,0.11917,1.7496,-0.092091,-2.4941,-4.4552,-4.7675,-2.8569,-1.5342,-0.66159,-0.29876,-0.11965,-0.064535,-0.027793,0.018135,0.036505,0.064062,0.1008,0.15592,0.18347,0.17429,0.28911,0.34422,0.4177,0.53711,0.69786,0.90453,1.0699,1.4235,1.745,2.0986,2.489,2.8473,3.1182,3.256,3.0356,2.5533,1.8323,1.1571,0.64734,0.30288,0.1008,-0.018607,-0.041571,-0.082906,-0.096684,-0.059942,-0.064535,-0.059942,-0.041571,-0.014015,-0.009422,-0.018607,-0.027793,-0.027793,-0.064535,-0.055349,-0.11505,-0.10128,-0.15639,-0.1518,-0.19313,-0.20232,-0.21609,-0.23447,-0.22069,-0.28039,-0.26202,-0.28039,-0.2758,-0.28039,-0.29876,-0.28958,-0.29876,-0.29876,-0.30795,-0.29876,-0.32632,-0.29876,-0.32632,-0.33091,-0.32632,-0.33551,-0.34469,-0.32632,1
0.22887,0.23915,0.26486,0.28542,0.24429,0.28028,0.27,0.25972,0.21859,0.20316,0.16717,0.1826,0.15175,0.13118,0.12604,0.11576,0.079767,0.12604,0.069485,0.074626,0.064343,0.064343,0.059202,0.084909,0.038636,0.064343,0.043778,0.033495,0.028353,0.012929,-0.017919,-0.002495,0.059202,0.12604,0.15175,0.2083,0.25972,0.25972,0.069485,-0.079616,-0.12075,-0.15674,-0.22872,-0.21329,-0.21843,-0.23386,-0.24928,-0.22872,-0.21843,-0.21843,-0.20301,-0.14645,0.88183,3.1338,2.4397,-1.5809,-6.2287,-6.1413,-4.0796,-2.3161,-1.0411,-0.54748,-0.38296,-0.26471,-0.21329,-0.20301,-0.16702,-0.12589,-0.089899,-0.043626,-0.007637,0.09005,0.16203,0.27514,0.41396,0.61447,0.79442,0.99494,1.1903,1.3291,1.396,1.432,1.3137,1.1543,0.85612,0.57848,0.31627,0.19802,0.064343,0.007788,-0.048768,-0.043626,-0.069333,-0.059051,-0.059051,-0.043626,0.023212,0.012929,0.038636,0.069485,0.059202,0.064343,0.05406,0.074626,0.05406,0.038636,0.033495,0.018071,-0.002495,-0.002495,-0.012778,-0.023061,-0.012778,0.007788,-0.064192,-0.053909,-0.012778,-0.017919,-0.033343,-0.033343,-0.048768,-0.033343,-0.048768,-0.033343,-0.033343,-0.017919,-0.038485,-0.007637,0.11576,0.16203,0.20316,0.27514,0.34198,0.20316,0.064343,-0.074475,2
-0.21603,-0.19375,-0.18817,-0.15475,-0.18817,-0.2216,-0.16032,-0.19932,-0.1826,-0.17146,-0.1826,-0.20489,-0.14918,-0.19932,-0.17703,-0.17703,-0.20489,-0.24945,-0.19932,-0.15475,-0.17146,-0.14361,-0.17146,-0.17146,-0.20489,-0.19375,-0.14361,-0.15475,-0.11018,-0.1269,-0.060049,0.029082,0.034653,0.056936,0.17392,0.029082,-0.015483,-0.16589,-0.28288,-0.19375,-0.34415,-0.25502,-0.26616,-0.29959,-0.2216,-0.27731,-0.26059,-0.17703,-0.14918,0.079218,1.3103,3.2601,0.98167,-3.3356,-5.8201,-4.6949,-2.6393,-1.1241,-0.44443,-0.26059,-0.15475,-0.082332,-0.004342,0.051365,0.068077,0.062506,0.12378,0.18506,0.21849,0.26862,0.30762,0.29648,0.47474,0.60286,0.70314,0.89254,1.1209,1.3215,1.6724,1.8786,2.1627,2.3186,2.3911,2.4356,2.1069,1.6557,1.2324,0.75884,0.39675,0.24634,0.15721,0.09036,0.040224,0.040224,0.001229,0.073648,0.045794,0.056936,0.073648,0.084789,0.073648,0.15721,0.11821,0.079218,0.056936,0.01237,-0.004342,-0.060049,-0.048907,-0.093473,-0.099044,-0.14918,-0.15475,-0.17703,-0.1269,-0.14361,-0.17146,-0.19375,-0.19932,-0.24945,-0.22717,-0.27173,-0.27731,-0.26616,-0.25502,-0.24388,-0.26616,-0.28845,-0.29402,-0.31073,-0.25502,-0.27731,-0.24388,-0.29959,-0.23274,-0.29402,1